population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,459,Melanoma maligno da pele,1,Número,2014,58485.202200385196,65131.07771128552,53343.19411024146
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,459,Melanoma maligno da pele,2,Percentual,2014,0.0011084748393625345,0.0012363424178320455,0.001010850556173296
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,459,Melanoma maligno da pele,3,Taxa,2014,0.798820390755365,0.8895931105681368,0.7285882507045806
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,462,Câncer de pele não melanoma,1,Número,2014,47257.52569932609,53211.38014925923,40574.56921124688
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,462,Câncer de pele não melanoma,2,Percentual,2014,0.0008956732731498245,0.0010064637890905544,0.0007674973639313958
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,462,Câncer de pele não melanoma,3,Taxa,2014,0.6454671220238795,0.7267878691404019,0.5541879315216823
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,465,Câncer de ovário,1,Número,2014,166030.93583655194,187638.30463963852,150050.95577769395
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,465,Câncer de ovário,2,Percentual,2014,0.003146810738636209,0.0035565029000455897,0.002850788532944219
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,465,Câncer de ovário,3,Taxa,2014,2.267734265293517,2.5628586068549652,2.0494716375754263
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,468,Câncer de testículo,1,Número,2014,9645.117039793851,11694.374061797645,7937.447047493959
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,468,Câncer de testículo,2,Percentual,2014,0.0001828107843550443,0.00022166991508478314,0.00015029231507104646
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,468,Câncer de testículo,3,Taxa,2014,0.13173787338908446,0.15972765941164974,0.10841365530984481
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,471,Câncer renal,1,Número,2014,140063.71298969557,151137.90317121908,126459.2341702845
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,471,Câncer renal,2,Percentual,2014,0.0026546201785743106,0.002848730109063984,0.002402844416436307
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,471,Câncer renal,3,Taxa,2014,1.9130608381540144,2.0643177133169677,1.7272440045332607
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,474,Câncer de bexiga,1,Número,2014,181892.5836430399,197530.92183250454,165446.83746365053
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,474,Câncer de bexiga,2,Percentual,2014,0.00344739919036525,0.003731701853048687,0.0031399784349508612
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,474,Câncer de bexiga,3,Taxa,2014,2.484380651423635,2.6979769621702596,2.2597563551055333
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,477,Neoplasia não maligna da bexiga,1,Número,2014,222569.12137501006,266132.4432678795,197418.17035497117
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,477,Neoplasia não maligna da bexiga,2,Percentual,2014,0.004218281287949016,0.0050300005892454655,0.003746798300712085
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,477,Neoplasia não maligna da bexiga,3,Taxa,2014,3.039961320432825,3.634971143564366,2.6964369456198702
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,480,Câncer de tireoide,1,Número,2014,39467.33567544914,44696.10280352774,34542.20890361859
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,480,Câncer de tireoide,2,Percentual,2014,0.0007480353892585131,0.0008472426130408942,0.0006548273760694682
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,480,Câncer de tireoide,3,Taxa,2014,0.5390647774169411,0.6104819161678613,0.47179491180352456
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,483,Mesotelioma,1,Número,2014,25444.934236567926,27801.782078919416,23322.69866114256
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,483,Mesotelioma,2,Percentual,2014,0.0004822674502200842,0.0005268671894378497,0.0004410553382793659
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,483,Mesotelioma,3,Taxa,2014,0.34753974586525155,0.37973076245655224,0.31855318195071247
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,484,Linfoma de Hodgkin,1,Número,2014,26681.54413895935,34452.89422059044,21353.073089798138
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,484,Linfoma de Hodgkin,2,Percentual,2014,0.0005056895099864273,0.0006524286157458597,0.00040337442066843657
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,484,Linfoma de Hodgkin,3,Taxa,2014,0.36442998764052575,0.47057500681367276,0.29165104244622175
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,485,Linfoma não Hodgkin,1,Número,2014,233067.24996518987,261509.8739033588,209309.55327732177
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,485,Linfoma não Hodgkin,2,Percentual,2014,0.004417340614167226,0.004945548863271684,0.003981211967849731
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,485,Linfoma não Hodgkin,3,Taxa,2014,3.1833500558239454,3.571833759625632,2.858855451417414
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,486,Mieloma múltiplo,1,Número,2014,95414.4856260103,102934.07275979685,87324.7483135277
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,486,Mieloma múltiplo,2,Percentual,2014,0.001808401691267049,0.0019548092557955745,0.001660743973585482
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,486,Mieloma múltiplo,3,Taxa,2014,1.3032191703868237,1.4059254842326676,1.192725457824725
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,487,Leucemia,1,Número,2014,308372.2171440685,346199.7443655734,279858.81365026237
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,487,Leucemia,2,Percentual,2014,0.005844742944343848,0.006598637057346644,0.005341972286803099
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,487,Leucemia,3,Taxa,2014,4.211903280305331,4.728570726762285,3.8224528336325547
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,489,Outras neoplasias malignas,1,Número,2014,190569.43233266345,216600.27131725717,171431.2642664405
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,489,Outras neoplasias malignas,2,Percentual,2014,0.0036118799489802335,0.0040945594020418245,0.0032501268412146586
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,489,Outras neoplasias malignas,3,Taxa,2014,2.6028934273053372,2.9584357557411294,2.341494674837633
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,490,Outras neoplasias não malignas,1,Número,2014,96747.04544472868,109744.34197237133,83821.409623946
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,490,Outras neoplasias não malignas,2,Percentual,2014,0.001833660208992191,0.0020842880419618772,0.0015820879658732007
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,490,Outras neoplasias não malignas,3,Taxa,2014,1.3214199445150614,1.4989435761407461,1.1448750909683103
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1008,Câncer ocular,1,Número,2013,10499.734147024885,15050.780890185075,7805.007732648585
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1008,Câncer ocular,2,Percentual,2013,0.00020060195984852609,0.00028648834949707646,0.00014900837540767926
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1008,Câncer ocular,3,Taxa,2013,0.14521613575537967,0.20815919816340187,0.10794683432982342
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1011,Sarcomas de tecidos moles e outros sarcomas extraósseos,1,Número,2013,47075.25382814382,57727.00026644809,38546.30266910457
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1011,Sarcomas de tecidos moles e outros sarcomas extraósseos,2,Percentual,2013,0.0008994626114240682,0.0011076148619591293,0.0007382295991120957
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1011,Sarcomas de tecidos moles e outros sarcomas extraósseos,3,Taxa,2013,0.6510723371566216,0.7983908725744898,0.5331130334238716
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1012,Neoplasma maligno de osso e cartilagem articular ,1,Número,2013,62692.54108387756,77062.60443049195,50416.935480774395
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1012,Neoplasma maligno de osso e cartilagem articular ,2,Percentual,2013,0.0011977815445561313,0.0014717331798964836,0.0009628637624101233
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1012,Neoplasma maligno de osso e cartilagem articular ,3,Taxa,2013,0.8670665780109973,1.0658111405432444,0.6972893260560191
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1013,Neuroblastoma e outros tumores de célula nervosa periférica ,1,Número,2013,4988.244182303354,5945.755351237647,4178.877064194304
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1013,Neuroblastoma e outros tumores de célula nervosa periférica ,2,Percentual,2013,9.530724122111683e-05,0.00011381143592850399,7.985802644413766e-05
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1013,Neuroblastoma e outros tumores de célula nervosa periférica ,3,Taxa,2013,0.06898970337868975,0.08223252171563339,0.05779578516576362
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1026,Carga total relacionada a hepatite b,1,Número,2013,585888.2464180329,657740.7807939687,518171.1549191604
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1026,Carga total relacionada a hepatite b,2,Percentual,2013,0.011194024838334433,0.012582588729389317,0.009895518055252295
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1026,Carga total relacionada a hepatite b,3,Taxa,2013,8.103102986986588,9.09685647066508,7.166544573757991
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1008,Câncer ocular,1,Número,2014,10622.457165911237,15436.345316161112,7856.800153957819
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1008,Câncer ocular,2,Percentual,2014,0.00020132629519448294,0.00029196177878434564,0.000149182090343594
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1008,Câncer ocular,3,Taxa,2014,0.14508687778802692,0.21083739020071895,0.10731213936078446
1,Toda a população,1,Óbitos,1,Global,3,Ambos,22,Todas as idades,1011,Sarcomas de tecidos moles e outros sarcomas extraósseos,1,Número,2014,48337.98543655007,59710.139547434606,39518.44654435941
